-16.759997259670335 , -3.3199990533942003 , 1.4080147903551354e-05
-16.7599968646393 , -3.319998817212901 , 1.7470356315999587e-05
-16.7599964696116 , -3.319998581037834 , 2.0861129457648678e-05
-16.75999607458579 , -3.319998344862177 , 2.4252020221586078e-05
-16.75999567956145 , -3.3199981086838797 , 2.7642897765259778e-05
-16.759995284538444 , -3.319997872502331 , 3.103372351274528e-05
-16.759994889516744 , -3.319997636317355 , 3.442448591291088e-05
-16.759994494496333 , -3.3199974001289 , 3.781518166300231e-05
-16.759994099477204 , -3.319997163936952 , 4.120580987574821e-05
-16.759993309442805 , -3.319996691542569 , 4.7986862670448406e-05
-16.75999251941354 , -3.319996219134218 , 5.476764425187708e-05
-16.75999133437928 , -3.3199955104955428 , 6.493830912710802e-05
-16.75999014935656 , -3.31999480182555 , 7.510836645181003e-05
-16.75998975435155 , -3.31999456559527 , 7.849825086905069e-05
-16.759988964345386 , -3.3199940931243033 , 8.527781807891248e-05
-16.759988174344343 , -3.3199936206394773 , 9.205711684577466e-05
-16.75998698935241 , -3.3199929118862936 , 0.00010222556272940232
-16.759985804372004 , -3.319992203102037 , 0.00011239340765087751
-16.7599854093811 , -3.3199919668337246 , 0.00011578255604205552
-16.75998501439147 , -3.3199917305619686 , 0.00011917163793309336
-16.75998422441605 , -3.3199912580081374 , 0.00012594960237783507
-16.759982644480573 , -3.319990312859271 , 0.00013950473566463886
-16.759981459542395 , -3.319989603961641 , 0.00014967039171912732
-16.75998106456556 , -3.3199893676555905 , 0.0001530588118877504
-16.759980669590007 , -3.319989131346124 , 0.00015644716623487958
-16.75997987964272 , -3.3199886587169525 , 0.00016322367764073638
-16.75997869473139 , -3.319987949747634 , 0.0001733879527760572
-16.759977509831547 , -3.319987240747701 , 0.00018355163906880664
-16.7599767199047 , -3.3199867680641026 , 0.00019032710356745692
-16.759976324943196 , -3.319986531717218 , 0.0001937147381227218
-16.759975929982968 , -3.319986295366946 , 0.0001971023075768536
-16.759975535024015 , -3.3199860590132886 , 0.0002004898119944602
-16.75997474510993 , -3.3199855862958283 , 0.0002072646262291345
-16.75997395520095 , -3.3199851135648566 , 0.00021403918121312942
-16.759973560248373 , -3.31998487719431 , 0.0002174263617203568
-16.759972770347037 , -3.319984404443108 , 0.00022420052868613193
-16.759971980450803 , -3.319983931678441 , 0.00023097443778651215
-16.75997119055966 , -3.31998345890033 , 0.00023774808932142875
-16.759970005732512 , -3.3199827497079935 , 0.0002479080848782655
-16.759969215854106 , -3.3199822768963507 , 0.00025468109480794425
-16.759968820916807 , -3.319982040485511 , 0.0002580675038543336
-16.75996842598079 , -3.3199818040713294 , 0.0002614538490248263
-16.759967636112563 , -3.3199813312329476 , 0.0002682263479307329
-16.75996684624943 , -3.319980858381222 , 0.0002749985921413584
-16.759966056391356 , -3.3199803855169248 , 0.0002817705963408861
-16.759964871613654 , -3.3199796761987765 , 0.00029192820302032825
-16.759963686847232 , -3.3199789668545723 , 0.00030208533248809246
-16.759962897009203 , -3.319978493943987 , 0.00030885648758306587
-16.75996250209207 , -3.3199782574843644 , 0.0003122419858737612
-16.759962107176175 , -3.319978021021858 , 0.00031562743144273957
-16.75996171226154 , -3.3199777845564693 , 0.0003190128243629078
-16.759960527525145 , -3.3199770751430298 , 0.0003291686872629022
-16.75995934280003 , -3.3199763657037153 , 0.0003393240777010869
-16.759958158086164 , -3.319975656238574 , 0.0003494789970528626
-16.759957368283168 , -3.31997518324749 , 0.00035624868206418213
-16.75995657848518 , -3.3199747102449626 , 0.00036301815871734005
-16.759955788692196 , -3.3199742372310066 , 0.000369787427266977
-16.75995460401208 , -3.319973527688677 , 0.0003799409407829588
-16.75995420912121 , -3.3199732911688686 , 0.00038332534164755
-16.75995381423159 , -3.319973054646212 , 0.0003867096907926241
-16.759953024456088 , -3.3199725815923693 , 0.0003934782340332334
-16.759952234685578 , -3.3199721085271614 , 0.0004002465710244641
-16.75995144492006 , -3.3199716354506026 , 0.0004070147020002406
-16.759950260281148 , -3.319970925814512 , 0.0004171665132397801
-16.759949075653445 , -3.3199702161529627 , 0.00042731786308992156
